Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),PV_component
1,18,16,475,126,28.271,1,331.465,39.375,525.95,471.344,663.007
1,18,17,232,58,27.406,2,121.791,30.168,188.932,162.946,317.145
1,18,18,0,0,26.956,2,0,26.956,0,0,81.473
1,18,19,0,0,26.454,2,0,26.454,0,0,0
1,18,20,0,0,26.026,3,0,26.026,0,0,0
1,18,21,0,0,25.631,2,0,25.631,0,0,0
1,18,22,0,0,25.314,2,0,25.314,0,0,0
1,18,23,0,0,25.013,2,0,25.013,0,0,0
1,19,0,0,0,24.733,2,0,24.733,0,0,0
1,19,1,0,0,24.493,2,0,24.493,0,0,0
1,19,2,0,0,24.278,3,0,24.278,0,0,0
1,19,3,0,0,24.096,3,0,24.096,0,0,0
1,19,4,0,0,23.995,3,0,23.995,0,0,0
1,19,5,0,0,23.937,3,0,23.937,0,0,0
1,19,6,0,0,24.42,3,0,24.42,0,0,0
1,19,7,249,96,25.455,3,219.532,29.243,374.57,333.039,166.5195
1,19,8,37,183,26.672,3,207.32,30.738,363.577,322.98,328.0095
1,19,9,229,292,27.66,3,500.571,38.513,845.433,762.064,542.522
1,19,10,566,266,28.496,3,825.991,47.35,1334.562,1204.078,983.071
1,19,11,56,357,29.07,3,415.825,39.438,700.015,629.935,917.0065
1,19,12,27,298,29.386,3,325.47,36.718,555.42,498.227,564.081
1,19,13,206,393,29.399,3,596.712,42.713,987.632,890.949,694.588
1,19,14,561,270,29.152,3,736.598,46.222,1193.393,1076.889,983.919
1,19,15,28,220,28.671,3,233.722,34.64,402.214,358.321,717.605
1,19,16,0,117,27.996,2,115.929,30.302,204.151,176.911,267.616
1,19,17,0,21,27.112,2,19.913,26.436,35.72,22.162,99.5365
1,19,18,0,0,26.667,3,0,26.667,0,0,11.081
1,19,19,0,0,26.19,3,0,26.19,0,0,0
1,19,20,0,0,25.683,3,0,25.683,0,0,0
1,19,21,0,0,25.187,3,0,25.187,0,0,0
1,19,22,0,0,24.787,3,0,24.787,0,0,0
1,19,23,0,0,24.434,3,0,24.434,0,0,0
1,20,0,0,0,24.083,3,0,24.083,0,0,0
1,20,1,0,0,23.802,3,0,23.802,0,0,0
1,20,2,0,0,23.619,3,0,23.619,0,0,0
1,20,3,0,0,23.499,4,0,23.499,0,0,0
1,20,4,0,0,23.379,4,0,23.379,0,0,0
1,20,5,0,0,23.3,4,0,23.3,0,0,0
1,20,6,0,0,23.85,4,0,23.85,0,0,0
1,20,7,78,96,24.948,4,135.449,26.586,238.333,208.262,104.131
1,20,8,227,210,26.149,4,375.281,33.248,646.935,581.623,394.9425
1,20,9,376,274,27.25,4,602.942,39.635,1012.076,913.074,747.3485
1,20,10,692,198,28.214,3,876.445,48.419,1408.054,1270.17,1091.622
1,20,11,654,252,28.952,3,933.01,50.982,1479.204,1334.075,1302.1225
1,20,12,869,157,29.445,3,1034.575,53.791,1615.477,1456.251,1395.163
1,20,13,855,153,29.639,3,956.308,52.498,1502.666,1355.13,1405.6905
1,20,14,816,145,29.423,3,807.804,48.866,1289.257,1163.293,1259.2115
1,20,15,744,130,28.887,2,605.841,45.483,969.702,874.715,1019.004
1,20,16,607,104,28.092,2,362.14,37.974,572.889,514.156,694.4355
1,20,17,229,61,27.165,2,124.848,30.102,194.702,168.241,341.1985
1,20,18,0,0,26.622,2,0,26.622,0,0,84.1205
1,20,19,0,0,25.96,3,0,25.96,0,0,0
1,20,20,0,0,25.318,3,0,25.318,0,0,0
1,20,21,0,0,24.706,3,0,24.706,0,0,0
1,20,22,0,0,24.18,3,0,24.18,0,0,0
1,20,23,0,0,23.725,3,0,23.725,0,0,0
1,21,0,0,0,23.362,3,0,23.362,0,0,0
1,21,1,0,0,23.053,3,0,23.053,0,0,0
1,21,2,0,0,22.835,3,0,22.835,0,0,0
1,21,3,0,0,22.68,3,0,22.68,0,0,0
1,21,4,0,0,22.5,3,0,22.5,0,0,0
1,21,5,0,0,22.34,3,0,22.34,0,0,0
1,21,6,0,0,22.797,3,0,22.797,0,0,0
1,21,7,443,76,23.87,3,295.663,29.43,497.697,445.558,222.779
1,21,8,642,110,25.258,3,555.49,37.581,931.231,839.866,642.712
1,21,9,769,127,26.669,2,782.691,46.958,1263.823,1140.383,990.1245
1,21,10,851,150,27.857,2,970.989,53.294,1519.713,1370.424,1255.4035
1,21,11,880,156,28.768,1,1052.135,61.201,1576.791,1421.596,1396.01
1,21,12,886,158,29.379,1,1052.797,62.063,1570.025,1415.534,1418.565
1,21,13,870,155,29.67,0,972.712,66.552,1412.513,1274.177,1344.8555
1,21,14,734,186,29.617,0,789.732,61.003,1179.906,1064.722,1169.4495
1,21,15,567,184,29.193,0,551.234,52.626,852.308,768.302,916.512
1,21,16,390,158,28.726,0,329.892,43.706,517.721,463.835,616.0685
1,21,17,0,21,27.405,0,19.912,29.511,35.199,21.682,242.7585
1,21,18,0,0,27.304,0,0,27.304,0,0,10.841
1,21,19,0,0,26.959,0,0,26.959,0,0,0
1,21,20,0,0,26.424,0,0,26.424,0,0,0
1,21,21,0,0,25.887,1,0,25.887,0,0,0
1,21,22,0,0,25.347,1,0,25.347,0,0,0
1,21,23,0,0,24.855,1,0,24.855,0,0,0
1,22,0,0,0,24.365,2,0,24.365,0,0,0
1,22,1,0,0,23.861,2,0,23.861,0,0,0
1,22,2,0,0,23.387,2,0,23.387,0,0,0
1,22,3,0,0,23.001,3,0,23.001,0,0,0
1,22,4,0,0,22.758,3,0,22.758,0,0,0
1,22,5,0,0,22.613,3,0,22.613,0,0,0
1,22,6,0,0,23.005,3,0,23.005,0,0,0
1,22,7,94,97,24.158,3,143.548,26.114,252.44,221.197,110.5985
1,22,8,37,184,25.525,3,208.069,29.4,367.236,326.329,273.763
1,22,9,528,233,26.76,3,693.666,42.013,1149.875,1037.618,681.9735
1,22,10,825,152,27.79,3,948.495,49.794,1512.677,1364.112,1200.865
1,22,11,881,157,28.586,2,1054.339,56.412,1622.96,1462.952,1413.532
1,22,12,886,158,29.078,2,1053.199,57.13,1614.726,1455.579,1459.2655
1,22,13,870,155,29.305,2,973.269,55.456,1504.937,1357.168,1406.3735
1,22,14,830,146,29.12,2,821.096,51.428,1292.79,1166.475,1261.8215
1,22,15,755,131,28.558,2,614.638,45.416,984.298,887.931,1027.203
1,22,16,618,106,27.783,2,369.185,37.871,584.581,524.815,706.373
1,22,17,242,62,26.865,2,127.912,29.898,198.843,172.041,348.428
1,22,18,0,0,26.258,2,0,26.258,0,0,86.0205
1,22,19,0,0,25.495,3,0,25.495,0,0,0
1,22,20,0,0,24.821,3,0,24.821,0,0,0
1,22,21,0,0,24.303,3,0,24.303,0,0,0
1,22,22,0,0,23.992,3,0,23.992,0,0,0
1,22,23,0,0,23.824,3,0,23.824,0,0,0
1,23,0,0,0,23.745,3,0,23.745,0,0,0
1,23,1,0,0,23.707,2,0,23.707,0,0,0
1,23,2,0,0,23.66,2,0,23.66,0,0,0
1,23,3,0,0,23.59,2,0,23.59,0,0,0
1,23,4,0,0,23.459,2,0,23.459,0,0,0
1,23,5,0,0,23.326,3,0,23.326,0,0,0
1,23,6,0,0,23.67,3,0,23.67,0,0,0
1,23,7,444,76,24.516,3,294.719,30.062,494.202,442.367,221.1835
1,23,8,678,115,25.713,3,583.386,38.67,972.458,877.211,659.789
1,23,9,795,137,26.847,2,813.862,47.974,1307.144,1179.4,1028.3055
1,23,10,856,150,27.856,2,975.383,53.482,1525.027,1375.19,1277.295
1,23,11,885,157,28.613,2,1058.467,56.606,1627.573,1467.083,1421.1365
1,23,12,891,159,29.082,2,1059.574,57.294,1623.026,1463.011,1465.047
1,23,13,876,155,29.256,2,979.303,55.569,1513.348,1364.714,1413.8625
1,23,14,836,147,29.082,2,827.429,51.561,1301.879,1174.66,1269.687
1,23,15,761,131,28.661,2,618.769,45.638,989.828,892.937,1033.7985
1,23,16,568,127,28.028,1,370.951,40.419,583.504,523.833,708.385
1,23,17,162,67,27.119,2,117.868,29.898,189.99,163.918,343.8755
1,23,18,0,0,26.655,2,0,26.655,0,0,81.959
1,23,19,0,0,25.886,3,0,25.886,0,0,0
1,23,20,0,0,25.091,3,0,25.091,0,0,0
1,23,21,0,0,24.449,3,0,24.449,0,0,0
1,23,22,0,0,23.986,3,0,23.986,0,0,0
1,23,23,0,0,23.674,3,0,23.674,0,0,0
1,24,0,0,0,23.388,3,0,23.388,0,0,0
1,24,1,0,0,23.127,3,0,23.127,0,0,0
1,24,2,0,0,22.945,3,0,22.945,0,0,0
1,24,3,0,0,22.847,3,0,22.847,0,0,0
1,24,4,0,0,22.81,3,0,22.81,0,0,0
1,24,5,0,0,22.826,3,0,22.826,0,0,0
1,24,6,0,0,23.402,3,0,23.402,0,0,0
1,24,7,437,76,24.606,3,290.832,30.062,487.625,436.363,218.1815
1,24,8,669,114,25.959,3,575.639,38.729,959.192,865.198,650.7805
1,24,9,783,136,27.178,3,802.441,45.703,1304.207,1176.756,1020.977
1,24,10,840,129,28.232,3,931.512,50.089,1483.238,1337.696,1257.226
1,24,11,871,156,29.04,3,1043.622,53.594,1631.429,1470.534,1404.115
1,24,12,876,157,29.573,2,1043.025,57.332,1597.348,1440.015,1455.2745
1,24,13,861,154,29.768,2,964.991,55.674,1490.391,1344.116,1392.0655
1,24,14,822,146,29.577,2,815.85,51.719,1282.626,1157.322,1250.719
1,24,15,748,130,29.059,2,610.126,45.78,975.411,879.885,1018.6035
1,24,16,612,106,28.256,2,367.361,38.284,580.846,521.41,700.6475
1,24,17,3,61,27.206,2,71.145,28.733,125.899,105.07,313.24
1,24,18,0,0,26.672,2,0,26.672,0,0,52.535
1,24,19,0,0,25.942,3,0,25.942,0,0,0
1,24,20,0,0,25.241,3,0,25.241,0,0,0
1,24,21,0,0,24.628,3,0,24.628,0,0,0
1,24,22,0,0,24.173,3,0,24.173,0,0,0
1,24,23,0,0,23.891,3,0,23.891,0,0,0
1,25,0,0,0,23.708,3,0,23.708,0,0,0
1,25,1,0,0,23.567,3,0,23.567,0,0,0
1,25,2,0,0,23.503,3,0,23.503,0,0,0
1,25,3,0,0,23.482,3,0,23.482,0,0,0
1,25,4,0,0,23.529,4,0,23.529,0,0,0
1,25,5,0,0,23.583,4,0,23.583,0,0,0
1,25,6,0,0,24.221,3,0,24.221,0,0,0
1,25,7,415,74,25.413,3,277.957,30.579,464.914,415.623,207.8115
1,25,8,645,112,26.658,3,556.924,38.967,926.875,835.919,625.771
1,25,9,759,134,27.719,3,780.075,45.693,1267.918,1144.073,989.996
1,25,10,819,147,28.65,3,937.136,50.568,1488.4,1342.329,1243.201
1,25,11,848,154,29.374,2,1018.743,56.289,1569.23,1414.821,1378.575
1,25,12,855,156,29.825,2,1021.561,57,1567.361,1413.146,1413.9835
1,25,13,768,196,29.92,1,928.043,59.21,1405.588,1267.953,1340.5495
1,25,14,802,144,29.595,1,798.426,55.128,1232.29,1111.965,1189.959
1,25,15,730,129,29.021,1,598.336,48.615,942.591,850.159,981.062
1,25,16,595,104,28.524,1,358.836,40.469,561.398,503.679,676.919
1,25,17,150,72,27.503,1,122.855,31.235,198.822,172.022,337.8505
1,25,18,0,0,27.152,1,0,27.152,0,0,86.011
1,25,19,0,0,26.741,2,0,26.741,0,0,0
1,25,20,0,0,26.293,2,0,26.293,0,0,0
1,25,21,0,0,25.851,2,0,25.851,0,0,0
1,25,22,0,0,25.431,2,0,25.431,0,0,0
1,25,23,0,0,25.054,2,0,25.054,0,0,0
1,26,0,0,0,24.738,2,0,24.738,0,0,0
1,26,1,0,0,24.492,2,0,24.492,0,0,0
1,26,2,0,0,24.316,3,0,24.316,0,0,0
1,26,3,0,0,24.207,3,0,24.207,0,0,0
1,26,4,0,0,24.138,3,0,24.138,0,0,0
1,26,5,0,0,24.09,3,0,24.09,0,0,0
1,26,6,0,0,24.53,3,0,24.53,0,0,0
1,26,7,282,87,25.532,3,227.691,29.514,386.074,343.561,171.7805
1,26,8,635,111,26.778,3,548.584,38.778,913.807,824.075,583.818
1,26,9,748,133,27.87,3,769.522,45.587,1251.442,1129.227,976.651
1,26,10,809,146,28.811,2,926.536,53.109,1451.598,1309.289,1219.258
1,26,11,501,326,29.433,2,855.034,52.418,1345.172,1213.625,1261.457
1,26,12,630,276,29.169,1,928.893,57.941,1417.78,1278.91,1246.2675
1,26,13,441,354,28.884,1,787.969,54.177,1227.357,1107.518,1193.214
1,26,14,128,364,28.437,1,471.344,44.427,772.603,695.931,901.7245
1,26,15,0,148,27.977,1,142.747,32.862,248.275,217.378,456.6545
1,26,16,0,84,27.517,1,80.945,28.886,143.517,121.254,169.316
1,26,17,0,61,26.958,1,69.728,27.64,124.366,103.662,112.458
1,26,18,0,0,26.709,1,0,26.709,0,0,51.831
1,26,19,0,0,26.446,2,0,26.446,0,0,0
1,26,20,0,0,26.226,2,0,26.226,0,0,0
1,26,21,0,0,26.018,2,0,26.018,0,0,0
1,26,22,0,0,25.82,2,0,25.82,0,0,0
1,26,23,0,0,25.601,2,0,25.601,0,0,0
1,27,0,0,0,25.441,3,0,25.441,0,0,0
1,27,1,0,0,25.323,3,0,25.323,0,0,0
1,27,2,0,0,25.261,3,0,25.261,0,0,0
1,27,3,0,0,25.257,3,0,25.257,0,0,0
1,27,4,0,0,25.293,3,0,25.293,0,0,0
1,27,5,0,0,25.354,3,0,25.354,0,0,0
1,27,6,0,0,25.651,3,0,25.651,0,0,0
1,27,7,158,93,26.308,3,171.79,28.984,295.182,260.364,130.182
1,27,8,23,187,27.097,3,196.486,30.799,344.698,305.704,283.034
1,27,9,7,218,27.762,3,216.598,32.01,378.249,336.404,321.054
1,27,10,15,301,28.266,3,307.001,34.681,529.203,474.312,405.358
1,27,11,22,358,28.607,3,371.703,36.74,634.254,570.075,522.1935
1,27,12,15,300,28.656,3,306.522,35.437,526.421,471.774,520.9245
1,27,13,88,380,28.476,3,464.623,38.742,784.793,707.005,589.3895
1,27,14,304,344,28.154,3,604.883,41.979,1003.04,904.896,805.9505
1,27,15,592,192,27.79,3,576.21,41.293,945.824,853.088,878.992
1,27,16,0,65,27.306,3,61.872,28.838,109.726,90.211,471.6495
1,27,17,0,23,26.737,3,21.813,26.009,39.208,25.37,57.7905
1,27,18,0,0,26.328,3,0,26.328,0,0,12.685
1,27,19,0,0,25.908,4,0,25.908,0,0,0
1,27,20,0,0,25.572,4,0,25.572,0,0,0
1,27,21,0,0,25.342,4,0,25.342,0,0,0
1,27,22,0,0,25.155,4,0,25.155,0,0,0
1,27,23,0,0,25.004,3,0,25.004,0,0,0
1,28,0,0,0,24.856,3,0,24.856,0,0,0
1,28,1,0,0,24.759,3,0,24.759,0,0,0
1,28,2,0,0,24.639,3,0,24.639,0,0,0
1,28,3,0,0,24.542,3,0,24.542,0,0,0
1,28,4,0,0,24.494,3,0,24.494,0,0,0
1,28,5,0,0,24.518,4,0,24.518,0,0,0
1,28,6,0,0,25.027,4,0,25.027,0,0,0
1,28,7,404,73,25.913,4,270.021,30.481,451.478,403.348,201.674
1,28,8,634,111,27.033,4,546.673,38.033,913.89,824.15,613.749
1,28,9,749,133,28.195,4,769.553,44.361,1259.446,1136.44,980.295
1,28,10,810,146,29.117,4,927.205,48.911,1485.663,1339.872,1238.156
1,28,11,840,153,29.676,4,1010.043,51.424,1597.55,1440.195,1390.0335
1,28,12,848,155,29.873,4,1014.46,51.854,1600.78,1443.089,1441.642
1,28,13,611,276,29.758,3,865.969,50.599,1374.995,1240.45,1341.7695
1,28,14,799,144,29.3,3,797.184,48.312,1276.401,1151.715,1196.0825
1,28,15,729,129,28.678,3,598.443,43.116,970.361,875.313,1013.514
1,28,16,43,167,28.063,3,191.796,32.716,330.861,293.038,584.1755
1,28,17,160,74,27.36,3,125.834,29.45,204.671,177.388,235.213
1,28,18,0,0,26.955,3,0,26.955,0,0,88.694
1,28,19,0,0,26.586,3,0,26.586,0,0,0
1,28,20,0,0,26.265,3,0,26.265,0,0,0
1,28,21,0,0,25.969,3,0,25.969,0,0,0
1,28,22,0,0,25.717,3,0,25.717,0,0,0
1,28,23,0,0,25.538,4,0,25.538,0,0,0
1,29,0,0,0,25.351,4,0,25.351,0,0,0
1,29,1,0,0,25.183,4,0,25.183,0,0,0
1,29,2,0,0,25.05,4,0,25.05,0,0,0
1,29,3,0,0,24.946,4,0,24.946,0,0,0
1,29,4,0,0,24.862,3,0,24.862,0,0,0
1,29,5,0,0,24.809,3,0,24.809,0,0,0
1,29,6,0,0,25.238,3,0,25.238,0,0,0
1,29,7,406,73,26.215,3,270.331,31.214,450.204,402.185,201.0925
1,29,8,637,112,27.442,3,549.123,39.553,910.941,821.478,611.8315
1,29,9,751,134,28.612,3,771.872,46.37,1250.108,1128.025,974.7515
1,29,10,812,147,29.513,3,930.006,51.232,1471.841,1327.465,1227.745
1,29,11,843,154,29.988,3,1014.177,53.867,1583.058,1427.212,1377.3385
1,29,12,851,156,30.07,3,1018.73,54.225,1587.023,1430.765,1428.9885
1,29,13,838,152,29.863,3,943.708,52.407,1483.745,1338.15,1384.4575
1,29,14,802,144,29.484,3,799.861,48.723,1277.937,1153.098,1245.624
1,29,15,60,250,29,3,290.428,36.433,494.764,442.881,797.9895
1,29,16,154,182,28.305,3,256.856,33.732,434.302,387.654,415.2675
1,29,17,0,29,27.466,3,28.169,27.403,50.299,35.573,211.6135
1,29,18,0,0,26.945,3,0,26.945,0,0,17.7865
1,29,19,0,0,26.426,3,0,26.426,0,0,0
1,29,20,0,0,26.002,4,0,26.002,0,0,0
1,29,21,0,0,25.644,4,0,25.644,0,0,0
1,29,22,0,0,25.386,4,0,25.386,0,0,0
1,29,23,0,0,25.194,4,0,25.194,0,0,0
1,30,0,0,0,25.044,4,0,25.044,0,0,0
1,30,1,0,0,24.921,4,0,24.921,0,0,0
1,30,2,0,0,24.808,3,0,24.808,0,0,0
1,30,3,0,0,24.668,3,0,24.668,0,0,0
1,30,4,0,0,24.587,3,0,24.587,0,0,0
1,30,5,0,0,24.522,3,0,24.522,0,0,0
1,30,6,0,0,25.012,3,0,25.012,0,0,0
1,30,7,351,81,26.078,3,250.355,30.605,419.544,374.165,187.0825
1,30,8,649,113,27.347,3,557.492,39.602,924.491,833.758,603.9615
1,30,9,764,135,28.41,3,783.264,46.444,1268.045,1144.187,988.9725
1,30,10,825,148,29.241,3,943.15,51.281,1492.256,1345.789,1244.988
1,30,11,855,155,29.887,3,1027.274,54.081,1601.634,1443.854,1394.8215
1,30,12,862,157,30.207,3,1030.906,54.648,1602.296,1444.447,1444.1505
1,30,13,849,154,30.325,3,956.227,53.152,1497.396,1350.402,1397.4245
1,30,14,812,145,29.916,3,809.094,49.376,1288.248,1162.385,1256.3935
1,30,15,741,131,29.407,3,608.2,44.083,981.36,885.271,1023.828
1,30,16,609,106,28.586,3,366.751,37.319,583.057,523.426,704.3485
1,30,17,0,62,27.625,3,69.687,28.828,123.59,102.949,313.1875
1,30,18,0,0,26.961,3,0,26.961,0,0,51.4745
1,30,19,0,0,26.347,4,0,26.347,0,0,0
1,30,20,0,0,25.782,4,0,25.782,0,0,0
1,30,21,0,0,25.351,4,0,25.351,0,0,0
1,30,22,0,0,25.032,4,0,25.032,0,0,0
1,30,23,0,0,24.748,4,0,24.748,0,0,0
1,31,0,0,0,24.577,4,0,24.577,0,0,0
1,31,1,0,0,24.427,4,0,24.427,0,0,0
1,31,2,0,0,24.267,4,0,24.267,0,0,0
1,31,3,0,0,24.12,4,0,24.12,0,0,0
1,31,4,0,0,23.997,4,0,23.997,0,0,0
1,31,5,0,0,23.931,4,0,23.931,0,0,0
1,31,6,0,0,24.414,4,0,24.414,0,0,0
1,31,7,423,75,25.626,4,278.975,30.383,466.024,416.636,208.318
1,31,8,658,114,27.157,4,563.885,38.536,940.036,847.844,632.24
1,31,9,774,136,28.394,4,792.182,45.056,1291.764,1165.552,1006.698
1,31,10,836,149,29.39,3,954.411,51.691,1506.747,1358.792,1262.172
1,31,11,866,156,30.153,3,1039.365,54.624,1615.7,1456.452,1407.622
1,31,12,873,158,30.578,3,1043.064,55.293,1615.48,1456.255,1456.3535
1,31,13,859,155,30.595,2,966.749,56.504,1486.396,1340.53,1398.3925
1,31,14,821,146,30.153,2,817.494,52.318,1281.309,1156.135,1248.3325
1,31,15,750,131,29.474,2,613.82,46.283,979.158,883.278,1019.7065
1,31,16,618,107,28.873,2,371.276,39.012,585.17,525.352,704.315
1,31,17,235,70,27.686,2,132.146,30.856,206.033,178.638,351.995
1,31,18,0,0,27.039,3,0,27.039,0,0,89.319
1,31,19,0,0,26.355,3,0,26.355,0,0,0
1,31,20,0,0,25.652,4,0,25.652,0,0,0
1,31,21,0,0,25.109,4,0,25.109,0,0,0
1,31,22,0,0,24.734,4,0,24.734,0,0,0
1,31,23,0,0,24.454,4,0,24.454,0,0,0
2,1,0,0,0,24.208,4,0,24.208,0,0,0
2,1,1,0,0,24.023,4,0,24.023,0,0,0
2,1,2,0,0,23.911,3,0,23.911,0,0,0
2,1,3,0,0,23.817,3,0,23.817,0,0,0
2,1,4,0,0,23.718,3,0,23.718,0,0,0
2,1,5,0,0,26.482,2,0,26.482,0,0,0
2,1,6,0,0,26.479,2,0,26.479,0,0,0
2,1,7,298,89,26.924,1,234.314,32.423,390.859,347.937,173.9685
2,1,8,630,118,27.592,1,549.243,43.562,892.698,804.938,576.4375
2,1,9,747,141,28.19,1,774.796,51.739,1219.641,1100.561,952.7495
2,1,10,810,155,28.579,1,936.105,57.293,1433.367,1292.914,1196.7375
2,1,11,835,164,28.715,2,1016.859,55.615,1572.158,1417.445,1355.1795
2,1,12,849,164,28.679,2,1025.711,56.005,1582.417,1426.638,1422.0415
2,1,13,836,161,28.431,2,951.979,54.045,1483.566,1337.99,1382.314
2,1,14,799,152,27.98,2,809.012,49.98,1284.116,1158.663,1248.3265
2,1,15,727,137,27.318,2,605.829,43.95,978.538,882.716,1020.6895
2,1,16,594,111,26.826,2,364.759,36.776,582.25,522.69,702.703
2,1,17,322,64,26.688,2,137.887,29.968,207.336,179.833,351.2615
2,1,18,0,0,26.758,2,0,26.758,0,0,89.9165
2,1,19,0,0,26.852,1,0,26.852,0,0,0
2,1,20,0,0,26.926,1,0,26.926,0,0,0
2,1,21,0,0,26.874,1,0,26.874,0,0,0
2,1,22,0,0,26.838,1,0,26.838,0,0,0
2,1,23,0,0,26.758,1,0,26.758,0,0,0
2,2,0,0,0,26.657,1,0,26.657,0,0,0
2,2,1,0,0,26.562,1,0,26.562,0,0,0
2,2,2,0,0,26.547,1,0,26.547,0,0,0
2,2,3,0,0,26.586,1,0,26.586,0,0,0
2,2,4,0,0,26.536,1,0,26.536,0,0,0
2,2,5,0,0,26.523,1,0,26.523,0,0,0
2,2,6,0,0,26.165,1,0,26.165,0,0,0
2,2,7,397,77,26.428,1,268.361,32.973,443.089,395.684,197.842
2,2,8,632,118,27.193,1,549.988,43.332,894.898,806.933,601.3085
2,2,9,749,141,28.034,1,776.084,51.628,1222.385,1103.036,954.9845
2,2,10,812,155,28.541,1,937.838,57.307,1435.904,1295.193,1199.1145
2,2,11,843,163,28.779,1,1023.827,60.362,1541.681,1390.125,1342.659
2,2,12,852,165,28.993,2,1029.869,56.42,1585.204,1429.135,1409.63
2,2,13,839,162,28.855,2,955.954,54.555,1485.634,1339.846,1384.4905
2,2,14,802,153,28.483,2,812.543,50.561,1285.753,1160.138,1249.992
2,2,15,731,137,27.94,2,608.251,44.629,979,883.135,1021.6365
2,2,16,598,112,27.233,2,367.184,37.251,584.717,524.939,704.037
2,2,17,150,79,26.969,2,127.734,29.994,208.555,180.952,352.9455
2,2,18,0,0,27.023,2,0,27.023,0,0,90.476
2,2,19,0,0,27.059,1,0,27.059,0,0,0
2,2,20,0,0,27.108,1,0,27.108,0,0,0
2,2,21,0,0,27.07,1,0,27.07,0,0,0
2,2,22,0,0,26.911,1,0,26.911,0,0,0
2,2,23,0,0,26.701,1,0,26.701,0,0,0
2,3,0,0,0,26.424,2,0,26.424,0,0,0
2,3,1,0,0,26.204,2,0,26.204,0,0,0
2,3,2,0,0,25.975,2,0,25.975,0,0,0
2,3,3,0,0,25.835,2,0,25.835,0,0,0
2,3,4,0,0,25.72,2,0,25.72,0,0,0
2,3,5,0,0,25.691,1,0,25.691,0,0,0
2,3,6,0,0,25.801,1,0,25.801,0,0,0
2,3,7,299,88,26.428,1,232.783,31.867,389.045,346.278,173.139
2,3,8,632,118,27.599,1,549.434,43.568,892.852,805.078,575.678
2,3,9,750,141,28.756,0,776.555,57.689,1183.284,1067.769,936.4235
2,3,10,813,155,29.619,0,938.627,64.294,1381.472,1246.274,1157.0215
2,3,11,844,163,30.15,0,1024.837,67.914,1477.516,1332.559,1289.4165
2,3,12,852,165,30.371,0,1029.98,68.635,1478.591,1333.524,1333.0415
2,3,13,839,162,30.29,0,956.084,66.558,1388.499,1252.592,1293.058
2,3,14,545,275,29.967,0,730.986,59.557,1102.254,994.611,1123.6015
2,3,15,78,263,29.394,0,314.352,45.025,512.355,458.938,726.7745
2,3,16,378,175,28.811,1,341.135,39.012,550.293,493.551,476.2445
2,3,17,130,79,28.341,0,123.063,34.464,198.182,171.434,332.4925
2,3,18,0,0,28.126,0,0,28.126,0,0,85.717
2,3,19,0,0,27.818,0,0,27.818,0,0,0
2,3,20,0,0,27.646,0,0,27.646,0,0,0
2,3,21,0,0,27.069,0,0,27.069,0,0,0
2,3,22,0,0,26.463,0,0,26.463,0,0,0
2,3,23,0,0,26.384,0,0,26.384,0,0,0
2,4,0,0,0,26.474,0,0,26.474,0,0,0
2,4,1,0,0,26.316,1,0,26.316,0,0,0
2,4,2,0,0,26.131,1,0,26.131,0,0,0
2,4,3,0,0,25.986,1,0,25.986,0,0,0
2,4,4,0,0,25.804,1,0,25.804,0,0,0
2,4,5,0,0,25.63,1,0,25.63,0,0,0
2,4,6,0,0,25.565,1,0,25.565,0,0,0
2,4,7,85,94,26.184,1,134.108,28.501,233.054,203.423,101.7115
2,4,8,534,160,27.074,1,525.386,41.939,862.338,777.402,490.4125
2,4,9,742,145,28.091,1,773.775,51.526,1219.423,1100.365,938.8835
2,4,10,813,155,29.02,1,938.47,57.766,1433.221,1292.783,1196.574
2,4,11,845,163,29.744,1,1025.83,61.312,1536.428,1385.415,1339.099
2,4,12,853,165,30.147,1,1031.055,62.122,1537.134,1386.047,1385.731
2,4,13,840,162,30.259,1,957.098,60.321,1440.616,1299.425,1342.736
2,4,14,803,153,30.035,1,810.713,55.979,1245.739,1124.088,1211.7565
2,4,15,731,137,29.562,1,607.989,49.454,954.137,860.618,992.353
2,4,16,597,112,29.01,1,366.168,41.207,571.497,512.887,686.7525
2,4,17,257,73,28.535,1,137.738,32.786,211.363,183.528,348.2075
2,4,18,0,0,28.338,1,0,28.338,0,0,91.764
2,4,19,0,0,28.093,1,0,28.093,0,0,0
2,4,20,0,0,27.907,1,0,27.907,0,0,0
2,4,21,0,0,27.613,0,0,27.613,0,0,0
2,4,22,0,0,27.317,0,0,27.317,0,0,0
2,4,23,0,0,26.934,1,0,26.934,0,0,0
2,5,0,0,0,26.559,1,0,26.559,0,0,0
2,5,1,0,0,26.191,1,0,26.191,0,0,0
2,5,2,0,0,25.905,2,0,25.905,0,0,0
2,5,3,0,0,25.633,2,0,25.633,0,0,0
2,5,4,0,0,25.385,2,0,25.385,0,0,0
2,5,5,0,0,25.184,2,0,25.184,0,0,0
2,5,6,0,0,25.392,2,0,25.392,0,0,0
2,5,7,269,91,26.303,2,221.826,30.625,373.808,332.341,166.1705
2,5,8,586,138,27.61,2,539.46,40.85,889.538,802.073,567.207
